[1, 2, 3], 1, 37.4082977771759, 171.0850367509869
[1, 2, 3], 2, 40.68462610244751, 157.30757814719078
[1, 2, 3], 4, 79.83639645576477, 80.1639388063572
[1, 2, 3], 8, 90.35555052757263, 70.83128775854223
[1, 1, 2, 3], 1, 37.495715618133545, 170.6861675925677
[1, 1, 2, 3], 2, 39.538318157196045, 161.86829127518638
[1, 1, 2, 3], 4, 66.4345109462738, 96.33547246514298
[1, 1, 2, 3], 8, 78.83543920516968, 81.18176374135449
[1, 1, 2, 2, 3], 1, 38.473466873168945, 166.34840892031238
[1, 1, 2, 2, 3], 2, 35.53788685798645, 180.08949225301853
[1, 1, 2, 2, 3], 4, 52.05394983291626, 122.94936350733882
[1, 1, 2, 2, 3], 8, 62.86596393585205, 101.80389513362924
[1, 1, 2, 2, 3, 3], 1, 31.974627256393433, 200.15870548484028
[1, 1, 2, 2, 3, 3], 2, 34.52795219421387, 185.35706849919993
[1, 1, 2, 2, 3, 3], 4, 52.81626081466675, 121.17480301109767
[1, 1, 2, 2, 3, 3], 8, 63.77894687652588, 100.34659262076258
